GEL-Colorectal_common_SBS17	GEL-Colorectal_common_SBS18	GEL-Colorectal_common_SBS93+121	GEL-Colorectal_common_SBS1	GEL-Colorectal_common_SBS88	GEL-Colorectal_common_SBS3+8	GEL-Colorectal_common_SBS2	SBS11	unassigned
sample_2	0	0	0	69.5029099566357	0	0	0	92.9544286499436	52.5426613934206
