GEL-Colorectal_common_SBS17	GEL-Colorectal_common_SBS18	GEL-Colorectal_common_SBS93+121	GEL-Colorectal_common_SBS1	GEL-Colorectal_common_SBS88	GEL-Colorectal_common_SBS3+8	GEL-Colorectal_common_SBS2	SBS23	unassigned
sample_2	0	0	0	52.5846773203077	0	0	40.1818419552511	115.898255551437	6.33522517300415
