sample	candidate	cossim	selected
sample_2	SBS30	0.860448002601581	FALSE
sample_2	SBS32	0.887113904462215	FALSE
sample_2	SBS11	0.90108261775501	TRUE
sample_2	SBS23	0.829782134272406	FALSE
