GEL-Colorectal_common_SBS17	GEL-Colorectal_common_SBS18	GEL-Colorectal_common_SBS93+121	GEL-Colorectal_common_SBS1	GEL-Colorectal_common_SBS88	GEL-Colorectal_common_SBS3+8	GEL-Colorectal_common_SBS2	SBS32	unassigned
sample_2	0	0	0	62.4534195182944	0	0	35.6709738480652	111.697396862802	5.17820977083827
